city,country,lon,lat,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds,weather_main,weather_description,weather_icon,timezone
Moscow,RU,37.6156,55.7522,14.08,13.76,14.08,14.08,1017,85,1017,999,10000,1.74,330,2.71,3,Clear,clear sky,01d,10800
Saint Petersburg,RU,30.2642,59.8944,17.81,18.07,17.81,17.81,1013,93,1013,1012,10000,1.31,245,2.5,94,Clouds,overcast clouds,04d,10800
Novosibirsk,RU,82.9344,55.0411,22.5,22.76,22.5,22.5,1004,75,1004,986,10000,5.38,239,7.32,4,Clear,clear sky,01d,25200
Yekaterinburg,RU,60.6125,56.8575,13.0,12.89,13.0,13.0,998,97,998,965,10000,2.18,186,3.36,100,Clouds,overcast clouds,04d,18000
Kazan,RU,49.1221,55.7887,14.74,14.28,14.74,14.74,1005,77,1005,992,10000,7.5,342,16.6,98,Clouds,overcast clouds,04d,10800
Vladimir,RU,40.3966,56.1366,13.97,13.43,13.97,13.97,1016,77,1016,999,10000,2.42,329,5.0,2,Clear,clear sky,01d,10800
Nizhny Novgorod,RU,44.002,56.3287,15.63,15.08,15.63,15.63,1013,70,1013,1002,10000,3.59,342,8.03,0,Clear,clear sky,01d,10800
Samara,RU,50.0,53.0,13.19,13.02,13.19,13.19,1002,94,1002,993,10000,7.24,299,14.97,100,Rain,light rain,10d,14400
Omsk,RU,73.4,55.0,18.52,18.23,18.52,18.52,1005,69,1005,993,10000,4.82,261,7.91,2,Clear,clear sky,01d,21600
Krasnoyarsk,RU,92.7917,56.0097,23.64,23.86,23.64,23.64,1005,69,1005,977,8832,1.96,221,3.42,92,Rain,light rain,10d,25200
Rostov-on-Don,RU,39.7139,47.2364,19.67,19.6,19.67,19.67,1014,73,1014,1009,10000,1.68,341,3.62,100,Clouds,overcast clouds,04d,10800
Ufa,RU,56.0375,54.775,11.2,10.88,11.2,11.2,996,96,996,983,10000,5.12,161,8.61,100,Clouds,overcast clouds,04d,18000
Volgograd,RU,44.5018,48.7194,17.84,17.43,17.84,17.84,1011,67,1011,1004,10000,4.89,328,9.13,8,Clear,clear sky,01d,10800
Perm,RU,56.2855,58.0174,14.97,15.06,14.97,14.97,1000,97,1000,983,10000,4.36,18,12.55,100,Rain,light rain,10d,18000
Voronezh,RU,39.17,51.6664,16.46,16.17,16.46,16.46,1015,77,1015,1000,10000,2.16,349,4.0,18,Clouds,few clouds,02d,10800
Krasnodar,RU,40.0,45.0,17.35,17.46,17.35,17.35,1015,89,1015,1005,10000,3.0,237,5.98,17,Clouds,few clouds,02d,10800
Saratov,RU,46.0333,51.5667,15.41,15.57,15.41,15.41,1009,98,1009,1001,10000,6.03,320,11.21,94,Clouds,overcast clouds,04d,14400
Tyumen,RU,65.5272,57.1522,14.08,14.02,14.08,14.08,999,95,999,990,10000,3.33,217,6.77,100,Clouds,overcast clouds,04d,18000
Tolyatti,RU,49.3461,53.5303,15.11,15.05,15.11,15.11,1003,91,1003,996,10000,10.17,329,15.77,100,Rain,light rain,10d,14400
Izhevsk,RU,53.2333,56.85,16.18,16.05,16.18,16.18,1000,84,1000,984,10000,1.34,27,5.81,100,Rain,moderate rain,10d,14400
London,GB,-0.1257,51.5085,17.73,17.33,16.64,18.38,1023,68,1023,1020,10000,1.43,215,1.6,100,Clouds,overcast clouds,04n,3600
Paris,FR,2.3488,48.8534,17.67,17.11,15.77,18.36,1024,62,1024,1014,10000,0.89,39,2.24,73,Clouds,broken clouds,04n,7200
Berlin,DE,13.4105,52.5244,17.44,17.69,15.53,18.93,1024,94,1024,1019,10000,1.34,355,3.58,60,Clouds,broken clouds,04n,7200
Madrid,ES,-3.7026,40.4165,24.26,24.07,22.9,24.81,1020,51,1020,947,10000,2.24,88,4.47,2,Clear,clear sky,01n,7200
Rome,US,-85.1647,34.257,26.67,29.02,26.09,27.64,1018,80,1018,991,10000,1.23,273,1.25,6,Clear,clear sky,01n,-14400
Amsterdam,NL,4.8897,52.374,14.14,13.52,12.68,15.5,1025,73,1025,1025,10000,0.89,21,1.34,55,Clouds,broken clouds,04n,7200
Brussels,BE,4.3488,50.8504,13.12,12.81,12.1,13.81,1025,89,1025,1018,10000,1.78,83,2.28,72,Clouds,broken clouds,04n,7200
Vienna,AT,16.3721,48.2085,22.42,22.68,20.64,23.31,1020,75,1020,994,10000,4.02,353,11.18,0,Clear,clear sky,01n,7200
Prague,CZ,14.4208,50.088,21.3,21.76,19.93,22.2,1022,87,1022,988,10000,1.79,298,3.13,100,Clouds,overcast clouds,04n,7200
Warsaw,PL,21.0118,52.2298,22.46,22.8,21.47,22.73,1021,78,1021,1010,10000,3.15,25,6.74,100,Clouds,overcast clouds,04d,7200
Budapest,HU,19.0399,47.498,26.1,26.1,26.02,26.55,1018,49,1018,997,10000,2.24,310,4.92,34,Clouds,scattered clouds,03n,7200
Lisbon,PT,-9.1333,38.7167,18.77,18.92,18.64,19.43,1020,85,1020,1012,10000,1.79,343,4.92,0,Clear,clear sky,01n,3600
Stockholm,SE,18.0649,59.3326,16.32,16.07,15.14,16.7,1018,79,1018,1014,10000,0.89,270,3.13,0,Clear,clear sky,01d,7200
Oslo,NO,10.7461,59.9127,12.53,11.67,11.07,12.53,1019,70,1019,995,10000,1.43,333,1.35,10,Clear,clear sky,01d,7200
Copenhagen,DK,12.5655,55.6759,12.86,12.5,12.86,12.86,1025,88,1025,1023,10000,2.73,297,4.6,4,Clear,clear sky,01d,7200
Helsinki,FI,24.9355,60.1695,17.93,18.26,17.65,18.58,1013,95,1013,1011,10000,2.68,270,4.02,70,Clouds,broken clouds,04d,10800
Athens,GR,23.7162,37.9795,27.26,27.41,25.05,27.4,1012,46,1012,988,10000,1.79,336,4.47,0,Clear,clear sky,01n,10800
Dublin,US,-121.9358,37.7021,20.42,20.14,18.51,21.23,1010,62,1010,986,10000,1.78,236,2.74,79,Clouds,broken clouds,04d,-25200
Zurich,CH,8.55,47.3667,19.88,20.53,18.8,20.03,1022,100,1022,964,10000,0.43,65,0.33,87,Clouds,overcast clouds,04n,7200
Barcelona,ES,2.159,41.3888,25.93,26.22,23.99,27.05,1020,63,1020,1012,10000,0.45,280,2.24,0,Clear,clear sky,01n,7200
Beijing,CN,116.3972,39.9075,24.56,24.95,24.56,24.56,1009,72,1009,1004,10000,1.97,102,2.41,100,Clouds,overcast clouds,04d,28800
Shanghai,CN,121.4581,31.2222,25.83,26.92,25.83,25.83,1008,94,1008,1007,10000,2.94,184,10.05,100,Rain,light rain,10d,28800
Shenzhen,CN,114.0683,22.5455,31.77,38.77,30.21,32.4,1009,79,1009,1000,10000,3.5,153,4.85,90,Clouds,overcast clouds,04d,28800
Guangzhou,CN,113.25,23.1167,30.2,34.55,30.2,30.2,1008,66,1008,1007,10000,4.59,148,5.72,77,Clouds,broken clouds,04d,28800
Harbin,CN,126.65,45.75,28.84,29.01,28.84,28.84,1010,46,1010,994,10000,2.68,213,3.59,74,Clouds,broken clouds,04d,28800
Tokyo,JP,139.6917,35.6895,28.62,30.83,26.48,29.33,1012,63,1012,1010,10000,2.85,140,2.59,100,Clouds,overcast clouds,04d,32400
Seoul,KR,126.9778,37.5683,31.35,31.07,31.35,31.35,1011,38,1011,1001,10000,1.06,281,0.96,37,Clouds,scattered clouds,03d,32400
Bangkok,TH,100.5167,13.75,30.51,35.52,28.28,32.18,1008,67,1008,1008,10000,4.51,252,8.18,100,Clouds,overcast clouds,04d,25200
Singapore,SG,103.8501,1.2897,27.74,31.6,27.74,27.74,1011,81,1011,1011,10000,3.42,236,3.59,90,Rain,light rain,10d,28800
Hong Kong,HK,114.1577,22.2855,30.65,37.54,30.27,32.46,1009,73,1009,1004,10000,3.58,60,,84,Clouds,broken clouds,04d,28800
Taipei,TW,121.5319,25.0478,33.28,40.28,33.28,33.28,1009,62,1009,990,10000,0.89,340,3.58,100,Clouds,overcast clouds,04d,28800
Kuala Lumpur,MY,101.6865,3.1431,30.15,37.15,28.62,31.25,1011,79,1011,999,10000,1.65,242,1.6,89,Clouds,overcast clouds,04d,28800
Jakarta,ID,106.8451,-6.2146,30.1,31.36,29.94,31.08,1012,51,1012,1009,10000,1.34,178,1.34,3,Clear,clear sky,01d,25200
Manila,PH,120.9822,14.6042,27.28,31.55,27.28,27.28,1008,90,1008,1011,10000,1.32,224,2.06,100,Clouds,overcast clouds,04d,28800
Hanoi,VN,105.8412,21.0245,32.52,38.99,32.52,32.52,1004,62,1004,1003,4938,2.26,137,2.95,99,Rain,light rain,10d,25200
New York,US,-74.006,40.7143,25.2,25.39,23.31,26.28,1020,62,1020,1018,10000,1.79,211,4.47,89,Clouds,overcast clouds,04n,-14400
Los Angeles,US,-118.2437,34.0522,20.01,19.97,18.1,21.29,1011,73,1011,992,10000,3.45,199,2.81,0,Clear,clear sky,01d,-25200
Chicago,US,-87.65,41.85,30.07,37.07,28.63,30.66,1013,82,1013,992,10000,4.31,204,10.63,86,Clouds,overcast clouds,04n,-18000
Houston,US,-95.3633,29.7633,29.02,34.58,27.84,29.52,1016,79,1016,1014,10000,3.58,134,6.71,4,Clear,clear sky,01n,-18000
Phoenix,US,-112.074,33.4484,35.08,32.53,34.12,36.12,1005,13,1005,963,10000,1.34,270,4.47,0,Clear,clear sky,01n,-25200
Toronto,CA,-79.4163,43.7001,22.71,22.58,22.19,23.56,1018,59,1018,1002,10000,1.34,131,3.13,51,Clouds,broken clouds,04n,-14400
Vancouver,CA,-123.1193,49.2497,17.6,17.35,16.53,18.88,1015,74,1015,1007,10000,4.02,180,8.49,53,Clouds,broken clouds,04d,-25200
Montreal,CA,-73.5878,45.5088,21.49,21.29,20.48,21.9,1018,61,1018,1015,10000,1.86,179,1.88,5,Clear,clear sky,01n,-14400
Calgary,CA,-114.0853,51.0501,17.75,17.54,16.54,17.75,1007,75,1007,884,10000,4.16,332,9.49,1,Clear,clear sky,01d,-21600
