city,country,lon,lat,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds,weather_main,weather_description,weather_icon,timezone
Moscow,RU,37.6156,55.7522,12.41,11.72,12.41,12.41,1022,77,1022,1002,10000,1.57,329,3.17,1,Clear,clear sky,01d,10800
Saint Petersburg,RU,30.2642,59.8944,19.47,19.56,19.47,19.47,1018,80,1018,1017,10000,2.56,210,7.14,100,Clouds,overcast clouds,04d,10800
Novosibirsk,RU,82.9344,55.0411,22.41,22.25,22.41,22.41,1015,59,1015,996,10000,3.67,69,5.18,45,Clouds,scattered clouds,03d,25200
Yekaterinburg,RU,60.6125,56.8575,17.95,18.23,17.95,17.95,1014,93,1014,981,10000,2.59,132,7.03,100,Rain,light rain,10d,18000
Kazan,RU,49.1221,55.7887,14.01,13.82,14.01,14.01,1014,90,1014,1001,10000,1.85,314,3.22,0,Clear,clear sky,01d,10800
Vladimir,RU,40.3966,56.1366,11.38,10.82,11.38,11.38,1021,86,1021,1004,10000,3.36,350,7.33,9,Clear,clear sky,01d,10800
Nizhny Novgorod,RU,44.002,56.3287,12.04,11.62,12.04,12.04,1018,89,1018,1007,10000,2.72,337,6.33,4,Clear,clear sky,01d,10800
Samara,RU,50.0,53.0,17.09,17.02,17.09,17.09,1012,83,1012,1003,10000,2.51,356,3.85,52,Clouds,broken clouds,04d,14400
Omsk,RU,73.4,55.0,22.02,22.18,22.02,22.02,1018,73,1018,1007,10000,2.01,345,2.57,10,Clear,clear sky,01d,21600
Krasnoyarsk,RU,92.7917,56.0097,22.48,22.01,22.48,22.48,1015,47,1015,987,10000,1.61,107,1.42,12,Clouds,few clouds,02d,25200
Rostov-on-Don,RU,39.7139,47.2364,16.19,16.14,16.19,16.19,1018,87,1018,1013,10000,3.01,342,7.32,65,Clouds,broken clouds,04d,10800
Ufa,RU,56.0375,54.775,16.32,16.59,16.32,16.32,1012,99,1012,998,3945,2.06,288,3.8,100,Rain,moderate rain,10d,18000
Volgograd,RU,44.5018,48.7194,18.43,18.16,18.43,18.43,1015,70,1015,1008,10000,4.37,289,6.94,1,Clear,clear sky,01d,10800
Perm,RU,56.2855,58.0174,16.43,16.61,16.43,16.43,1013,95,1013,995,10000,1.34,143,2.31,100,Clouds,overcast clouds,04d,18000
Voronezh,RU,39.17,51.6664,13.58,13.06,13.58,13.58,1020,79,1020,1005,10000,4.2,344,11.1,12,Clouds,few clouds,02d,10800
Krasnodar,RU,40.0,45.0,16.52,16.6,16.52,16.52,1019,91,1019,1009,10000,2.36,223,3.68,20,Clouds,few clouds,02d,10800
Saratov,RU,46.0333,51.5667,15.97,16.16,15.97,15.97,1014,97,1014,1006,10000,2.04,37,2.32,97,Rain,light rain,10d,14400
Tyumen,RU,65.5272,57.1522,22.3,22.47,22.3,22.3,1018,72,1018,1008,10000,2.86,167,4.76,95,Clouds,overcast clouds,04d,18000
Tolyatti,RU,49.3461,53.5303,15.21,15.14,15.21,15.21,1013,90,1013,1006,10000,3.56,353,4.8,3,Clear,clear sky,01d,14400
Izhevsk,RU,53.2333,56.85,13.4,13.35,13.4,13.4,1013,98,1013,997,10000,2.86,294,4.22,100,Clouds,overcast clouds,04d,14400
London,GB,-0.1257,51.5085,18.19,18.26,16.94,19.45,1022,84,1022,1018,10000,0.57,259,0.6,38,Clouds,scattered clouds,03n,3600
Paris,FR,2.3488,48.8534,21.98,22.11,21.32,22.36,1021,72,1021,1013,10000,1.34,27,1.34,69,Clouds,broken clouds,04n,7200
Berlin,DE,13.4105,52.5244,18.99,19.43,16.72,20.6,1022,95,1022,1017,10000,1.34,93,2.24,32,Clouds,scattered clouds,03n,7200
Madrid,ES,-3.7026,40.4165,25.93,25.65,23.45,26.3,1020,41,1020,946,10000,1.34,128,3.58,100,Clouds,overcast clouds,04n,7200
Rome,US,-85.1647,34.257,22.81,23.47,21.94,23.26,1015,89,1015,988,10000,1.79,263,2.59,100,Clouds,overcast clouds,04n,-14400
Amsterdam,NL,4.8897,52.374,19.58,20.05,18.84,20.5,1023,94,1023,1023,10000,0.45,71,1.79,92,Clouds,overcast clouds,04n,7200
Brussels,BE,4.3488,50.8504,19.71,20.09,19.28,19.95,1023,90,1023,1016,10000,1.47,298,1.69,100,Clouds,overcast clouds,04n,7200
Vienna,AT,16.3721,48.2085,21.43,21.64,18.44,22.2,1024,77,1024,996,10000,0.89,1,5.81,12,Clouds,few clouds,02n,7200
Prague,CZ,14.4208,50.088,18.5,18.7,17.15,19.6,1023,88,1023,989,10000,0.89,180,,0,Clear,clear sky,01n,7200
Warsaw,PL,21.0118,52.2298,19.85,19.95,18.84,21.58,1022,79,1022,1011,10000,2.71,138,5.85,99,Clouds,overcast clouds,04d,7200
Budapest,HU,19.0399,47.498,22.44,22.54,21.02,22.84,1022,69,1022,1001,10000,0.89,307,1.34,14,Clouds,few clouds,02n,7200
