city,country,lon,lat,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds,weather_main,weather_description,weather_icon,timezone
Moscow,RU,37.6156,55.7522,18.52,18.18,18.52,18.52,1016,67,1016,997,10000,1.75,259,3.39,100,Clouds,overcast clouds,04d,10800
Saint Petersburg,RU,30.2642,59.8944,17.01,17.12,17.01,17.01,1012,90,1012,1013,10000,2.69,297,5.09,18,Clouds,few clouds,02d,10800
Novosibirsk,RU,82.9344,55.0411,21.53,21.33,21.53,21.53,1015,61,1015,996,10000,3.59,40,5.63,0,Clear,clear sky,01d,25200
Yekaterinburg,RU,60.6125,56.8575,18.14,18.49,18.14,18.14,1007,95,1007,975,10000,2.81,119,8.44,100,Clouds,overcast clouds,04d,18000
Kazan,RU,49.1221,55.7887,15.26,15.24,15.26,15.26,1008,92,1008,994,10000,3.21,325,6.06,100,Clouds,overcast clouds,04d,10800
Vladimir,RU,40.3966,56.1366,15.06,14.68,15.06,15.06,1015,79,1015,998,10000,1.59,269,3.8,100,Clouds,overcast clouds,04d,10800
Nizhny Novgorod,RU,44.002,56.3287,15.09,14.67,15.09,15.09,1013,77,1013,1002,10000,2.88,327,5.63,1,Clear,clear sky,01d,10800
Samara,RU,50.0,53.0,16.11,15.92,16.11,16.11,1007,82,1007,998,10000,3.73,338,6.52,100,Clouds,overcast clouds,04d,14400
Omsk,RU,73.4,55.0,23.72,23.87,23.72,23.72,1016,66,1016,1005,10000,1.82,150,2.65,55,Clouds,broken clouds,04d,21600
Krasnoyarsk,RU,92.7917,56.0097,18.8,18.12,18.8,18.8,1016,53,1016,987,10000,1.42,58,2.37,100,Clouds,overcast clouds,04d,25200
Rostov-on-Don,RU,39.7139,47.2364,15.62,15.2,15.62,15.62,1019,75,1019,1013,10000,3.09,322,6.69,0,Clear,clear sky,01d,10800
Ufa,RU,56.0375,54.775,16.63,16.8,16.63,16.63,1002,94,1002,988,10000,5.07,141,11.42,98,Rain,light rain,10d,18000
Volgograd,RU,44.5018,48.7194,15.73,15.37,15.73,15.73,1013,77,1013,1006,10000,6.48,309,11.59,32,Clouds,scattered clouds,03d,10800
Perm,RU,56.2855,58.0174,17.77,17.82,17.77,17.77,1006,85,1006,989,10000,4.09,58,9.05,95,Clouds,overcast clouds,04d,18000
Voronezh,RU,39.17,51.6664,12.97,12.52,12.97,12.97,1018,84,1018,1002,10000,2.29,307,6.5,20,Clouds,few clouds,02d,10800
Krasnodar,RU,40.0,45.0,13.6,13.34,13.6,13.6,1019,89,1019,1009,10000,1.46,250,1.46,0,Clear,clear sky,01d,10800
Saratov,RU,46.0333,51.5667,14.3,14.34,14.3,14.3,1011,98,1011,1003,10000,6.73,334,11.01,92,Clouds,overcast clouds,04d,14400
Tyumen,RU,65.5272,57.1522,22.86,23.32,22.86,22.86,1011,81,1011,1002,10000,3.87,150,10.79,83,Clouds,broken clouds,04d,18000
Tolyatti,RU,49.3461,53.5303,14.09,14.04,14.09,14.09,1008,95,1008,1001,10000,5.0,332,8.86,100,Clouds,overcast clouds,04d,14400
Izhevsk,RU,53.2333,56.85,16.18,16.2,16.18,16.18,1005,90,1005,989,10000,4.67,32,11.31,99,Clouds,overcast clouds,04d,14400
London,GB,-0.1257,51.5085,18.07,18.15,17.23,18.88,1026,85,1026,1022,10000,0.89,41,0.89,99,Clouds,overcast clouds,04n,3600
Paris,FR,2.3488,48.8534,25.0,25.41,23.92,25.77,1023,71,1023,1014,10000,2.04,66,5.7,60,Clouds,broken clouds,04n,7200
Berlin,DE,13.4105,52.5244,19.42,19.45,18.3,19.92,1026,78,1026,1021,10000,3.58,51,6.26,30,Clouds,scattered clouds,03n,7200
Madrid,ES,-3.7026,40.4165,26.86,26.54,25.21,27.41,1021,35,1021,947,10000,1.34,30,3.58,11,Clouds,few clouds,02n,7200
Rome,US,-85.1647,34.257,24.04,24.75,22.92,25.18,1013,86,1013,987,10000,1.22,138,1.13,21,Clouds,few clouds,02n,-14400
Amsterdam,NL,4.8897,52.374,17.72,17.32,16.6,18.27,1027,68,1027,1028,10000,2.68,41,5.81,49,Clouds,scattered clouds,03n,7200
