city,country,lon,lat,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds,weather_main,weather_description,weather_icon,timezone
Houston,US,-95.3633,29.7633,26.38,26.38,25.59,28.95,1011,87,1011,1010,10000.0,1.34,82,3.58,97,Clouds,overcast clouds,04n,-18000
Phoenix,US,-112.074,33.4484,38.29,35.46,37.05,39.21,1006,11,1006,965,10000.0,3.13,248,6.26,0,Clear,clear sky,01d,-25200
Toronto,CA,-79.4163,43.7001,17.8,17.18,16.94,18.44,1009,59,1009,994,10000.0,2.68,308,6.26,2,Clear,clear sky,01n,-14400
Vancouver,CA,-123.1193,49.2497,21.35,20.74,20.14,23.36,1008,46,1008,1000,10000.0,4.92,310,,0,Clear,clear sky,01d,-25200
Montreal,CA,-73.5878,45.5088,14.8,14.76,14.46,15.04,1000,93,1000,997,10000.0,2.68,225,3.58,100,Rain,moderate rain,10n,-14400
Calgary,CA,-114.0853,51.0501,19.21,18.44,18.56,19.45,1010,48,1010,886,10000.0,0.89,78,3.13,21,Clouds,few clouds,02d,-21600
Ottawa,CA,-75.6981,45.4112,16.12,16.16,15.63,16.43,1002,91,1002,992,10000.0,0.45,264,3.13,100,Rain,moderate rain,10n,-14400
Sao Paulo,BR,-46.6361,-23.5475,15.61,15.5,15.61,18.03,1019,87,1019,928,10000.0,1.98,18,2.74,49,Clouds,scattered clouds,03n,-10800
Rio de Janeiro,BR,-43.2075,-22.9028,22.72,23.29,22.72,22.72,1019,86,1019,1019,10000.0,1.92,0,2.2,69,Clouds,broken clouds,04n,-10800
Buenos Aires,AR,-58.3772,-34.6132,8.89,8.22,7.17,9.35,1019,76,1019,1018,10000.0,1.66,254,2.03,3,Clear,clear sky,01n,-10800
Lima,PE,-77.0282,-12.0432,20.5,20.77,20.5,20.5,1016,83,1016,989,10000.0,3.65,160,3.23,80,Clouds,broken clouds,04n,-18000
Bogota,CO,-74.0817,4.6097,12.83,12.47,12.31,13.15,1021,88,1021,740,10000.0,1.97,131,2.66,66,Clouds,broken clouds,04n,-18000
Santiago,CL,-70.6483,-33.4569,12.44,11.46,12.25,14.3,1021,66,1021,935,10000.0,0.34,124,0.37,100,Clouds,overcast clouds,04n,-14400
Caracas,VE,-66.8792,10.488,26.09,26.09,26.09,26.09,1018,94,1018,900,10000.0,1.46,177,0.83,44,Clouds,scattered clouds,03n,-14400
Quito,EC,-78.5249,-0.2299,9.78,9.48,9.78,9.78,1020,91,1020,724,10000.0,1.42,112,1.83,35,Clouds,scattered clouds,03n,-18000
Montevideo,UY,-56.1674,-34.8335,9.11,7.84,9.11,9.11,1019,76,1019,1016,10000.0,2.4,270,2.78,7,Clear,clear sky,01n,-10800
La Paz,BO,-68.15,-16.5,1.88,1.88,1.88,1.88,1024,41,1024,623,10000.0,1.11,98,1.26,0,Clear,clear sky,01n,-14400
Cairo,EG,31.2497,30.0626,24.12,24.49,24.12,24.12,1012,73,1012,1007,10000.0,3.59,12,4.66,0,Clear,clear sky,01n,10800
Lagos,NG,3.75,6.5833,24.48,25.41,24.48,24.48,1009,93,1009,1009,10000.0,1.61,233,3.44,99,Clouds,overcast clouds,04n,3600
Nairobi,KE,36.8167,-1.2833,14.5,14.49,14.5,14.5,1019,95,1019,838,10000.0,1.35,115,2.48,98,Clouds,overcast clouds,04n,10800
Johannesburg,ZA,28.0436,-26.2023,7.75,7.75,7.63,8.23,1027,89,1027,833,10000.0,0.45,70,3.58,11,Clouds,few clouds,02n,7200
Cape Town,ZA,18.4232,-33.9258,12.76,12.05,12.37,15.21,1019,75,1019,1017,10000.0,1.34,136,2.68,0,Clear,clear sky,01n,7200
Casablanca,MA,-7.6192,33.5928,21.85,22.26,21.85,21.85,1013,83,1013,1005,10000.0,2.59,282,2.91,100,Clouds,overcast clouds,04n,3600
Addis Ababa,ET,38.7469,9.025,13.94,12.9,13.94,13.94,1016,58,1016,769,10000.0,0.63,75,1.22,74,Clouds,broken clouds,04n,10800
Dar es Salaam,TZ,39.2695,-6.8235,21.54,22.13,21.54,21.54,1017,91,1017,1015,10000.0,2.92,192,7.81,21,Rain,light rain,10n,10800
Accra,GH,-0.1969,5.556,25.15,26.02,25.15,25.15,1010,88,1010,1007,10000.0,4.15,235,6.19,100,Clouds,overcast clouds,04n,0
Tunis,TN,9.0,34.0,25.52,25.43,25.52,25.52,1017,50,1017,1006,10000.0,5.1,67,8.24,37,Clouds,scattered clouds,03n,3600
Sydney,AU,151.2073,-33.8679,18.96,18.48,17.99,20.73,1020,60,1020,1015,10000.0,0.89,266,5.36,12,Clouds,few clouds,02d,36000
Melbourne,US,-80.6081,28.0836,24.51,25.16,23.35,25.03,1017,82,1017,1017,10000.0,5.11,143,7.92,100,Clouds,overcast clouds,04n,-14400
Brisbane,AU,153.0281,-27.4679,23.47,23.52,22.3,24.67,1022,63,1022,1016,10000.0,2.24,31,2.24,2,Clear,clear sky,01d,36000
Auckland,NZ,174.7667,-36.8667,15.44,14.71,14.86,15.72,1026,64,1026,1023,10000.0,2.24,283,4.02,100,Clouds,overcast clouds,04d,43200
Wellington,NZ,174.7756,-41.2866,14.1,13.97,13.28,15.37,1016,92,1016,1004,10000.0,10.28,326,15.65,94,Clouds,overcast clouds,04d,43200
Dubai,AE,55.3047,25.2582,33.44,36.3,33.44,33.44,1005,47,1005,1004,10000.0,0.85,139,0.82,0,Clear,clear sky,01d,14400
Doha,QA,51.5333,25.2867,31.87,32.45,31.87,31.87,1005,42,1005,1003,10000.0,1.07,32,1.12,0,Clear,clear sky,01d,10800
Riyadh,SA,46.7219,24.6877,30.51,28.56,30.51,30.51,1008,16,1008,937,10000.0,2.44,142,2.74,0,Clear,clear sky,01d,10800
Abu Dhabi,AE,54.3667,24.4667,32.13,38.01,32.13,32.13,1005,62,1005,1005,10000.0,2.21,50,2.27,0,Clear,clear sky,01d,14400
Muscat,OM,58.5922,23.6139,33.02,35.5,33.02,33.02,1005,47,1005,996,10000.0,0.89,347,0.94,4,Clear,clear sky,01d,14400
Istanbul,TR,28.9833,41.0351,20.51,21.23,19.53,20.51,1019,100,1019,1011,10000.0,3.45,30,8.04,43,Clouds,scattered clouds,03d,10800
Ankara,TR,32.8543,39.9199,15.67,15.09,15.67,15.69,1017,69,1017,896,10000.0,0.89,43,1.34,78,Clouds,broken clouds,04d,10800
Tehran,IR,51.4215,35.6944,29.53,27.84,29.53,29.53,1014,19,1014,865,10000.0,0.59,263,2.82,0,Clear,clear sky,01d,12600
Baghdad,IQ,44.4009,33.3406,34.2,31.75,34.2,34.2,1005,14,1005,1001,10000.0,1.12,84,1.05,0,Clear,clear sky,01d,10800
Amman,JO,35.945,31.9552,17.39,16.39,17.39,17.39,1013,46,1013,922,10000.0,1.28,298,1.51,0,Clear,clear sky,01d,10800
Mumbai,IN,72.8479,19.0144,29.81,34.58,29.81,29.81,1010,70,1010,1009,10000.0,4.52,229,4.44,100,Clouds,overcast clouds,04d,19800
Delhi,IN,77.2167,28.6667,34.7,35.85,34.7,34.7,1004,37,1004,979,10000.0,3.83,290,4.8,4,Clear,clear sky,01d,19800
Bangalore,IN,77.6033,12.9762,22.99,23.64,21.73,23.61,1012,88,1012,914,10000.0,4.19,256,5.88,100,Clouds,overcast clouds,04d,19800
Chennai,IN,80.2785,13.0878,30.97,37.97,29.02,31.09,1008,74,1008,1007,10000.0,0.45,158,0.89,100,Clouds,overcast clouds,04d,19800
Kolkata,IN,88.3697,22.5697,33.96,40.08,33.96,33.96,1005,55,1005,1004,10000.0,5.37,198,5.9,100,Clouds,overcast clouds,04d,19800
Islamabad,PK,73.1338,33.7104,29.92,30.21,29.92,29.92,1006,45,1006,926,10000.0,0.83,276,0.76,22,Clouds,few clouds,02d,18000
Lahore,PK,74.3436,31.5497,35.44,36.03,35.44,35.44,1004,33,1004,980,10000.0,0.8,353,0.73,0,Clear,clear sky,01d,18000
Dhaka,BD,90.4074,23.7104,31.48,37.33,31.48,31.48,1006,65,1006,1005,10000.0,4.57,184,5.21,80,Clouds,broken clouds,04d,21600
Colombo,LK,79.8478,6.9319,26.69,29.78,26.69,26.69,1012,89,1012,1012,10000.0,4.78,227,5.51,66,Clouds,broken clouds,04d,19800
Kathmandu,NP,85.3167,27.7167,27.11,27.65,27.11,27.11,1007,52,1007,848,10000.0,1.35,301,1.89,13,Clouds,few clouds,02d,20700
Murmansk,RU,34.0,68.0,8.99,8.99,8.99,8.99,1015,58,1015,983,10000.0,0.84,183,1.21,37,Clouds,scattered clouds,03n,10800
Arkhangelsk,RU,40.5433,64.5401,7.49,5.52,7.49,7.49,1014,96,1014,1012,10000.0,2.96,355,5.49,100,Rain,light rain,10d,10800
Sochi,RU,39.7303,43.6,20.58,20.86,20.58,20.58,1015,83,1015,999,10000.0,2.15,61,2.15,100,Clouds,overcast clouds,04d,10800
Vladivostok,RU,131.8735,43.1056,15.16,14.9,15.16,15.16,1012,83,1012,1010,10000.0,6.42,161,11.13,100,Clouds,overcast clouds,04d,36000
Irkutsk,RU,104.2964,52.2978,14.67,13.73,14.67,14.67,1014,59,1014,964,10000.0,5.59,314,7.45,60,Rain,light rain,10d,28800
Yakutsk,RU,129.7331,62.0339,20.27,19.29,20.27,20.27,1021,36,1021,1010,10000.0,2.88,357,2.75,42,Clouds,scattered clouds,03d,32400
Petropavlovsk-Kamchatsky,RU,158.6483,53.0452,9.05,6.66,9.05,9.05,1019,81,1019,1001,10000.0,4.39,144,3.93,98,Clouds,overcast clouds,04d,43200
Kaliningrad,RU,20.511,54.7065,15.16,15.06,15.16,15.16,1021,89,1021,1018,10000.0,2.57,139,3.27,5,Clear,clear sky,01d,7200
Smolensk,RU,33.0,55.0,11.9,11.68,11.9,11.9,1020,97,1020,996,10000.0,2.05,326,6.27,28,Clouds,scattered clouds,03d,10800
Tver,RU,35.8931,56.8619,11.55,11.06,11.55,11.55,1018,88,1018,1000,10000.0,2.55,323,8.23,36,Clouds,scattered clouds,03d,10800
Munich,DE,11.5755,48.1374,19.43,19.44,17.0,19.95,1021,77,1021,958,10000.0,2.05,241,3.16,82,Clouds,broken clouds,04n,7200
Hamburg,DE,10.0,53.55,20.66,20.87,19.99,22.94,1015,80,1015,1012,10000.0,5.81,320,0.0,98,Clouds,overcast clouds,04n,7200
Milan,IT,9.1895,45.4643,24.5,25.28,22.86,25.08,1020,87,1020,1005,10000.0,0.45,16,0.45,0,Clear,clear sky,01n,7200
Naples,IT,14.25,40.8333,24.58,24.56,22.91,24.58,1018,56,1018,1015,10000.0,1.91,154,2.42,6,Clear,clear sky,01n,7200
Valencia,ES,-0.8333,39.3333,21.28,21.55,21.28,21.28,1018,80,1018,959,10000.0,0.49,133,0.9,30,Clouds,scattered clouds,03n,7200
Seville,ES,-5.9761,37.3824,23.88,24.28,22.82,24.44,1013,75,1013,1010,10000.0,4.02,7,7.15,33,Clouds,scattered clouds,03n,7200
Porto,PT,-8.611,41.1496,17.4,17.36,17.4,17.4,1015,83,1015,1007,10000.0,1.55,29,1.3,91,Clouds,overcast clouds,04n,3600
Lyon,FR,4.5833,45.75,15.27,14.6,15.27,15.27,1019,67,1019,959,10000.0,1.75,225,1.37,2,Clear,clear sky,01n,7200
Marseille,FR,5.5,43.3333,21.31,20.51,21.31,21.31,1019,39,1019,1000,10000.0,0.85,25,1.14,4,Clear,clear sky,01n,7200
Geneva,US,-88.3054,41.8875,18.26,17.89,17.8,19.07,1015,67,1015,988,10000.0,5.33,270,11.01,100,Rain,light rain,10n,-18000
Osaka,JP,135.5022,34.6937,22.98,23.74,22.98,22.98,1009,92,1009,1005,8345.0,2.84,87,4.19,100,Rain,moderate rain,10d,32400
Nagoya,JP,136.9064,35.1815,24.42,25.14,24.42,24.42,1011,85,1011,1011,6566.0,1.97,125,3.59,100,Rain,moderate rain,10d,32400
Busan,KR,129.0403,35.1028,23.0,23.84,23.0,23.0,999,95,999,995,10000.0,10.89,216,18.48,100,Clouds,overcast clouds,04d,32400
Incheon,KR,126.4161,37.45,19.84,20.28,19.84,19.84,994,92,994,994,10000.0,8.5,72,10.95,100,Rain,light rain,10d,32400
Chiang Mai,TH,99.0,18.75,31.68,36.63,31.12,32.29,1009,61,1009,966,10000.0,1.62,180,1.93,92,Clouds,overcast clouds,04d,25200
Phuket,TH,98.25,8.0,30.61,37.61,30.61,30.61,1012,81,1012,1009,10000.0,2.1,306,2.8,100,Clouds,overcast clouds,04d,25200
Siem Reap,KH,104.0,13.5,30.4,34.29,30.4,30.4,1011,63,1011,1002,10000.0,1.37,245,1.42,100,Clouds,overcast clouds,04d,25200
Vientiane,LA,102.6,17.9667,28.46,35.46,28.46,28.46,1011,93,1011,989,5419.0,2.37,208,6.18,100,Clouds,overcast clouds,04d,25200
Yangon,MM,96.1561,16.8053,29.53,33.92,29.53,29.53,1010,70,1010,1010,10000.0,4.41,208,5.65,94,Clouds,overcast clouds,04d,23400
Ulaanbaatar,MN,106.8832,47.9077,3.62,-1.25,3.62,3.62,1013,94,1013,844,,6.97,303,15.13,100,Clouds,overcast clouds,04d,28800
San Francisco,US,-122.4194,37.7749,17.01,16.72,15.8,18.65,1015,75,1015,1011,10000.0,4.92,243,8.05,14,Clouds,few clouds,02d,-25200
San Diego,US,-117.1573,32.7153,19.56,19.53,18.11,21.36,1015,75,1015,1011,10000.0,4.92,315,7.6,10,Clear,clear sky,01d,-25200
Dallas,US,-96.7836,32.7668,24.59,25.48,23.97,25.7,1012,91,1012,995,10000.0,1.91,43,4.44,100,Rain,moderate rain,10n,-18000
Miami,US,-80.1937,25.7743,28.38,32.38,26.68,28.9,1018,76,1018,1017,10000.0,2.24,9,5.36,58,Rain,light rain,10n,-14400
Boston,US,-71.0598,42.3584,21.16,20.64,19.68,21.9,1003,50,1003,999,10000.0,2.24,244,6.71,0,Clear,clear sky,01n,-14400
Philadelphia,US,-75.1638,39.9523,21.55,21.22,19.6,23.12,1009,56,1009,1005,10000.0,4.68,282,10.57,8,Clear,clear sky,01n,-14400
Atlanta,US,-84.388,33.749,24.89,25.55,23.89,25.64,1015,81,1015,982,10000.0,3.38,305,8.13,90,Rain,light rain,10n,-14400
Detroit,US,-83.0458,42.3314,19.49,19.11,18.43,20.6,1013,62,1013,992,10000.0,3.18,281,8.41,92,Clouds,overcast clouds,04n,-14400
Seattle,US,-122.3321,47.6062,26.02,26.02,23.35,27.74,1008,43,1008,999,10000.0,3.58,310,5.36,73,Clouds,broken clouds,04d,-25200
Denver,US,-104.9847,39.7392,24.75,24.12,22.86,25.62,1009,32,1009,836,10000.0,0.45,31,1.79,21,Clouds,few clouds,02n,-21600
Medellin,CO,-75.5636,6.2518,14.98,14.36,14.21,18.19,1017,70,1017,808,10000.0,0.45,351,2.24,77,Rain,light rain,10n,-18000
Cali,CO,-76.5225,3.4372,18.89,19.21,18.32,18.89,1015,91,1015,873,7554.0,1.34,278,0.45,97,Clouds,overcast clouds,04n,-18000
Guayaquil,EC,-79.9,-2.1667,26.64,26.64,26.64,26.64,1013,83,1013,1012,10000.0,2.39,225,5.31,57,Clouds,broken clouds,04n,-18000
Asuncion,PY,-57.6359,-25.3007,12.36,12.08,12.36,12.36,1021,93,1021,1011,10000.0,0.45,189,0.45,36,Clouds,scattered clouds,03n,-10800
Sucre,BO,-65.2627,-19.0333,6.95,6.95,6.95,6.95,1023,83,1023,733,10000.0,0.82,1,1.03,27,Clouds,scattered clouds,03n,-14400
Alexandria,EG,29.9553,31.2156,22.98,23.27,22.98,22.98,1013,74,1013,1013,10000.0,2.75,328,3.71,0,Clear,clear sky,01n,10800
Kinshasa,CD,15.3215,-4.3246,22.74,23.05,22.74,22.74,1011,76,1011,979,10000.0,1.7,238,2.77,3,Clear,clear sky,01n,3600
Luanda,AO,13.2343,-8.8368,18.62,18.81,18.62,18.62,1012,87,1012,1003,10000.0,2.65,124,2.75,1,Clear,clear sky,01n,3600
Maputo,MZ,32.5892,-25.9653,16.79,16.77,16.79,16.79,1029,86,1029,1021,10000.0,4.47,23,9.83,99,Clouds,overcast clouds,04n,7200
Dakar,SN,-17.4441,14.6937,25.14,25.98,25.14,25.14,1012,87,1012,1012,10000.0,1.34,51,4.02,93,Clouds,overcast clouds,04n,0
Perth,AU,115.8333,-31.9333,13.17,12.21,12.14,13.99,1028,64,1028,1025,10000.0,2.24,28,4.02,100,Clouds,overcast clouds,04d,28800
Adelaide,AU,138.6,-34.9333,13.61,13.06,11.52,15.02,1026,78,1026,1010,10000.0,0.89,263,4.47,67,Rain,light rain,10d,34200
Christchurch,NZ,172.6333,-43.5333,21.08,20.52,21.08,21.08,1004,49,1004,998,10000.0,10.59,312,21.3,97,Clouds,overcast clouds,04d,43200
Port Moresby,PG,147.1797,-9.4431,27.34,28.96,27.34,27.34,1014,65,1014,1011,10000.0,6.44,174,7.08,14,Clouds,few clouds,02d,36000
Suva,FJ,178.4415,-18.1416,23.52,23.52,23.52,23.52,1018,61,1018,1015,10000.0,6.42,122,6.98,94,Clouds,overcast clouds,04d,43200
Kuwait City,KW,47.9783,29.3697,33.77,32.67,33.77,33.77,1005,28,1005,1002,10000.0,2.44,310,2.57,0,Clear,clear sky,01d,10800
Manama,BH,50.5832,26.2154,31.57,35.28,31.57,31.57,1005,57,1005,1004,10000.0,1.34,289,1.35,0,Clear,clear sky,01d,10800
Sanaa,YE,44.2067,15.3547,17.76,16.06,17.76,17.76,1015,18,1015,763,10000.0,1.55,54,2.62,5,Clear,clear sky,01d,10800
Damascus,SY,36.2913,33.5102,19.51,18.51,19.51,19.51,1013,38,1013,928,10000.0,1.95,56,2.19,0,Clear,clear sky,01d,10800
Beirut,LB,35.4944,33.8889,21.32,21.34,21.32,21.32,1012,70,1012,1005,10000.0,1.27,221,1.03,0,Clear,clear sky,01d,10800
Hyderabad,IN,78.4744,17.3753,32.19,32.2,32.19,32.19,1008,38,1008,946,10000.0,6.06,318,7.94,100,Clouds,overcast clouds,04d,19800
Pune,IN,73.8553,18.5196,26.78,27.21,25.32,26.89,1011,50,1011,939,10000.0,0.45,204,,100,Clouds,overcast clouds,04d,19800
Ahmedabad,IN,72.6167,23.0333,31.87,34.13,31.87,31.87,1008,50,1008,1003,10000.0,4.22,257,5.02,0,Clear,clear sky,01d,19800
Jaipur,IN,75.8167,26.9167,31.73,33.01,31.73,31.73,1006,46,1006,959,10000.0,6.27,280,7.69,6,Clear,clear sky,01d,19800
