city,country,lon,lat,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds,weather_main,weather_description,weather_icon,timezone
Guangzhou,CN,113.25,23.1167,33.17,40.17,33.17,33.17,1004,63,1004,1003,10000,2.48,233,3.61,100,Clouds,overcast clouds,04d,28800
Harbin,CN,126.65,45.75,27.03,26.6,27.03,27.03,1006,34,1006,991,10000,2.4,284,3.12,92,Clouds,overcast clouds,04d,28800
Tokyo,JP,139.6917,35.6895,21.62,22.11,20.9,22.01,1011,87,1011,1010,7085,3.83,67,7.62,100,Rain,light rain,10d,32400
Seoul,KR,126.9778,37.5683,27.29,26.92,27.29,27.29,1006,37,1006,996,10000,0.97,104,1.12,100,Rain,light rain,10d,32400
Bangkok,TH,100.5167,13.75,31.62,38.62,31.62,32.74,1008,75,1008,1007,10000,3.37,253,4.19,95,Clouds,overcast clouds,04d,25200
Singapore,SG,103.8501,1.2897,28.85,35.63,28.85,28.85,1011,86,1011,1011,10000,5.11,176,5.95,100,Clouds,overcast clouds,04d,28800
Hong Kong,HK,114.1577,22.2855,31.76,38.76,31.38,34.07,1005,72,1005,999,10000,5.36,220,,100,Clouds,overcast clouds,04d,28800
Taipei,TW,121.5319,25.0478,29.07,30.14,29.07,29.07,1001,53,1001,983,10000,7.27,289,9.5,100,Rain,heavy intensity rain,10d,28800
Kuala Lumpur,MY,101.6865,3.1431,29.37,35.79,29.01,29.9,1012,80,1012,999,10000,1.68,191,1.85,98,Clouds,overcast clouds,04d,28800
Jakarta,ID,106.8451,-6.2146,29.46,33.76,28.38,30.0,1013,70,1013,1010,10000,1.79,164,2.24,56,Clouds,broken clouds,04d,25200
Manila,PH,120.9822,14.6042,31.15,38.15,30.63,33.39,1009,77,1009,1012,10000,3.58,186,15.65,100,Clouds,overcast clouds,04d,28800
Hanoi,VN,105.8412,21.0245,33.14,40.14,33.14,33.14,1002,61,1002,1001,10000,2.27,13,2.32,100,Clouds,overcast clouds,04d,25200
New York,US,-74.006,40.7143,24.1,23.85,20.16,25.03,1016,49,1016,1015,10000,1.79,307,2.68,20,Clouds,few clouds,02n,-14400
Los Angeles,US,-118.2437,34.0522,21.2,21.2,17.78,24.37,1013,70,1013,994,10000,2.24,225,0.45,0,Clear,clear sky,01d,-25200
Chicago,US,-87.65,41.85,18.27,18.61,17.32,18.91,1013,94,1013,992,10000,2.24,169,3.13,0,Clear,clear sky,01n,-18000
Houston,US,-95.3633,29.7633,29.33,34.3,27.84,30.05,1015,74,1015,1013,10000,3.13,257,4.47,0,Clear,clear sky,01n,-18000
Phoenix,US,-112.074,33.4484,37.92,37.51,37.06,38.58,1005,24,1005,964,10000,0.45,291,1.79,14,Clouds,few clouds,02d,-25200
Toronto,CA,-79.4163,43.7001,19.6,19.42,18.86,20.83,1016,69,1016,1001,10000,0.45,347,0.89,100,Clouds,overcast clouds,04n,-14400
Vancouver,CA,-123.1193,49.2497,24.57,24.47,22.9,24.57,1010,53,1010,1002,10000,2.57,140,3.77,10,Clear,clear sky,01d,-25200
Montreal,CA,-73.5878,45.5088,18.09,18.02,17.15,18.36,1013,79,1013,1010,10000,2.48,255,6.15,99,Clouds,overcast clouds,04n,-14400
Calgary,CA,-114.0853,51.0501,21.08,20.47,20.36,21.58,1014,47,1014,890,10000,2.24,139,3.13,14,Clouds,few clouds,02d,-21600
Ottawa,CA,-75.6981,45.4112,19.57,19.1,19.57,19.57,1013,58,1013,1003,10000,2.65,280,3.64,100,Clouds,overcast clouds,04n,-14400
Sao Paulo,BR,-46.6361,-23.5475,11.26,11.0,10.25,11.92,1022,98,1022,930,10000,2.24,140,2.68,100,Clouds,overcast clouds,04n,-10800
Rio de Janeiro,BR,-43.2075,-22.9028,22.22,22.85,22.22,22.22,1020,90,1020,1021,10000,2.24,230,3.01,100,Clouds,overcast clouds,04n,-10800
Buenos Aires,AR,-58.3772,-34.6132,7.02,4.22,6.63,8.8,1018,77,1018,1017,10000,4.24,312,8.06,84,Clouds,broken clouds,04n,-10800
Lima,PE,-77.0282,-12.0432,19.94,20.16,19.94,19.94,1013,83,1013,987,10000,3.37,165,2.47,76,Clouds,broken clouds,04n,-18000
Bogota,CO,-74.0817,4.6097,12.7,12.06,11.75,13.15,1019,78,1019,739,10000,2.12,119,3.15,84,Clouds,broken clouds,04n,-18000
Santiago,CL,-70.6483,-33.4569,12.18,10.52,11.9,13.94,1021,41,1021,934,10000,0.77,145,0.91,2,Clear,clear sky,01n,-14400
Caracas,VE,-66.8792,10.488,22.6,23.06,22.6,22.6,1016,82,1016,898,10000,0.89,144,2.68,100,Rain,light rain,10n,-14400
Quito,EC,-78.5249,-0.2299,11.03,10.56,11.03,11.03,1017,91,1017,723,10000,0.99,110,1.21,38,Clouds,scattered clouds,03n,-18000
Montevideo,UY,-56.1674,-34.8335,7.07,4.95,7.07,7.07,1018,84,1018,1015,10000,3.06,341,5.88,100,Clouds,overcast clouds,04n,-10800
La Paz,BO,-68.15,-16.5,1.03,1.03,1.03,1.03,1021,20,1021,620,10000,0.52,287,2.07,0,Clear,clear sky,01n,-14400
Cairo,EG,31.2497,30.0626,23.01,22.93,23.01,23.01,1012,60,1012,1007,10000,3.02,350,4.07,0,Clear,clear sky,01n,10800
Lagos,NG,3.75,6.5833,23.92,24.8,23.92,23.92,1014,93,1014,1014,10000,0.66,188,0.75,1,Clear,clear sky,01n,3600
Nairobi,KE,36.8167,-1.2833,14.8,14.74,14.8,14.8,1020,92,1020,839,10000,1.5,180,2.72,100,Clouds,overcast clouds,04n,10800
Johannesburg,ZA,28.0436,-26.2023,9.11,8.4,8.36,9.35,1027,82,1027,834,10000,1.73,98,4.43,0,Clear,clear sky,01n,7200
Cape Town,ZA,18.4232,-33.9258,14.94,14.53,13.66,15.77,1019,78,1019,1017,10000,2.68,191,7.15,88,Clouds,overcast clouds,04n,7200
Casablanca,MA,-7.6192,33.5928,20.74,20.88,20.74,20.74,1018,77,1018,1010,10000,1.79,300,,97,Clouds,overcast clouds,04n,3600
Addis Ababa,ET,38.7469,9.025,12.76,12.31,12.76,12.76,1019,85,1019,771,10000,1.01,125,1.34,53,Clouds,broken clouds,04n,10800
Dar es Salaam,TZ,39.2695,-6.8235,20.54,21.0,20.54,20.54,1019,90,1019,1016,10000,2.81,205,6.13,17,Clouds,few clouds,02n,10800
Accra,GH,-0.1969,5.556,25.79,26.59,25.79,25.79,1014,83,1014,1011,10000,2.16,234,2.94,100,Clouds,overcast clouds,04n,0
Tunis,TN,9.0,34.0,26.55,26.55,26.55,26.55,1014,51,1014,1004,10000,3.97,65,6.74,3,Clear,clear sky,01n,3600
Sydney,AU,151.2073,-33.8679,13.36,12.74,13.17,14.79,1033,76,1033,1028,10000,1.34,271,2.24,99,Rain,light rain,10d,36000
Melbourne,US,-80.6081,28.0836,24.56,25.24,23.35,25.55,1016,83,1016,1017,10000,4.79,221,11.34,93,Clouds,overcast clouds,04n,-14400
Brisbane,AU,153.0281,-27.4679,20.9,20.69,19.54,22.1,1028,63,1028,1022,10000,3.13,151,6.26,38,Clouds,scattered clouds,03d,36000
Auckland,NZ,174.7667,-36.8667,16.16,15.4,15.23,16.82,1000,60,1000,996,10000,3.13,204,8.94,76,Rain,light rain,10d,43200
Wellington,NZ,174.7756,-41.2866,6.42,3.84,6.42,8.14,1007,97,1007,995,8528,3.58,347,7.6,100,Rain,heavy intensity rain,10d,43200
Dubai,AE,55.3047,25.2582,30.94,35.74,30.94,30.94,999,64,999,998,10000,4.02,162,4.46,2,Clear,clear sky,01d,14400
Doha,QA,51.5333,25.2867,31.22,33.63,31.22,31.22,1000,53,1000,998,10000,5.44,316,10.62,0,Clear,clear sky,01d,10800
Riyadh,SA,46.7219,24.6877,30.68,28.67,30.68,30.68,1006,12,1006,935,10000,4.44,352,6.91,0,Clear,clear sky,01d,10800
Abu Dhabi,AE,54.3667,24.4667,32.34,39.34,32.34,32.34,1000,67,1000,1000,10000,1.67,209,1.72,0,Clear,clear sky,01d,14400
Muscat,OM,58.5922,23.6139,32.03,35.7,32.03,32.03,1000,55,1000,990,10000,1.85,165,2.73,67,Clouds,broken clouds,04d,14400
Istanbul,TR,28.9833,41.0351,21.86,22.71,21.2,22.17,1014,100,1014,1006,10000,2.42,19,5.94,1,Clear,clear sky,01n,10800
Ankara,TR,32.8543,39.9199,17.89,17.51,17.89,17.89,1015,68,1015,894,10000,0.89,279,0.89,0,Clear,clear sky,01d,10800
Tehran,IR,51.4215,35.6944,29.2,27.78,29.2,29.2,1003,25,1003,856,10000,1.88,197,2.24,27,Clouds,scattered clouds,03d,12600
Baghdad,IQ,44.4009,33.3406,31.32,29.88,31.32,31.32,1003,28,1003,998,10000,5.8,302,11.56,0,Clear,clear sky,01d,10800
Amman,JO,35.945,31.9552,18.51,18.17,18.51,18.51,1012,67,1012,921,10000,3.67,268,4.79,0,Clear,clear sky,01d,10800
Mumbai,IN,72.8479,19.0144,27.36,30.67,27.36,27.36,1007,81,1007,1007,10000,2.4,225,3.64,100,Clouds,overcast clouds,04d,19800
Delhi,IN,77.2167,28.6667,35.93,36.3,35.93,35.93,1002,31,1002,978,10000,3.06,219,2.99,31,Clouds,scattered clouds,03d,19800
Bangalore,IN,77.6033,12.9762,22.43,22.92,21.73,23.05,1012,84,1012,914,10000,6.02,251,10.73,86,Clouds,overcast clouds,04d,19800
Chennai,IN,80.2785,13.0878,31.19,36.05,30.56,31.65,1007,63,1007,1007,10000,0.89,55,1.34,98,Clouds,overcast clouds,04d,19800
Kolkata,IN,88.3697,22.5697,35.42,40.48,35.42,35.42,1003,47,1003,1003,10000,4.01,212,4.52,76,Clouds,broken clouds,04d,19800
Islamabad,PK,73.1338,33.7104,33.43,40.43,33.43,33.43,1006,69,1006,924,10000,3.47,106,4.56,1,Clear,clear sky,01d,18000
Lahore,PK,74.3436,31.5497,35.41,35.99,35.41,35.41,1002,33,1002,978,10000,2.0,105,1.74,6,Clear,clear sky,01d,18000
Dhaka,BD,90.4074,23.7104,30.84,36.32,30.84,30.84,1004,67,1004,1003,10000,3.41,166,4.09,11,Clouds,few clouds,02d,21600
Colombo,LK,79.8478,6.9319,28.91,34.92,28.91,28.91,1011,82,1011,1010,10000,5.61,245,7.79,50,Clouds,scattered clouds,03d,19800
Kathmandu,NP,85.3167,27.7167,25.33,25.43,25.33,25.33,1007,58,1007,848,10000,0.41,274,0.99,28,Clouds,scattered clouds,03d,20700
Murmansk,RU,34.0,68.0,4.68,2.77,4.68,4.68,1012,84,1012,980,10000,2.23,297,3.49,100,Clouds,overcast clouds,04n,10800
Arkhangelsk,RU,40.5433,64.5401,5.24,2.94,5.24,5.24,1011,75,1011,1009,10000,2.8,20,5.93,86,Clouds,overcast clouds,04d,10800
Sochi,RU,39.7303,43.6,20.61,20.84,20.61,20.61,1014,81,1014,998,10000,2.5,78,3.17,100,Clouds,overcast clouds,04d,10800
Vladivostok,RU,131.8735,43.1056,15.18,15.18,15.18,15.18,1008,93,1008,1007,10000,2.02,132,2.84,100,Clouds,overcast clouds,04d,36000
Irkutsk,RU,104.2964,52.2978,20.76,20.12,20.76,20.76,1006,47,1006,957,10000,4.69,163,8.72,100,Clouds,overcast clouds,04d,28800
Yakutsk,RU,129.7331,62.0339,22.39,21.42,22.39,22.39,1011,28,1011,1001,10000,2.74,2,3.96,7,Clear,clear sky,01d,32400
Petropavlovsk-Kamchatsky,RU,158.6483,53.0452,11.04,10.26,11.04,11.04,1014,79,1014,997,10000,2.59,165,1.92,78,Clouds,broken clouds,04d,43200
Kaliningrad,RU,20.511,54.7065,15.54,15.45,15.54,15.54,1016,88,1016,1013,10000,3.41,240,8.21,23,Clouds,few clouds,02d,7200
Smolensk,RU,33.0,55.0,12.32,12.17,12.32,12.32,1012,98,1012,987,10000,2.59,243,7.58,100,Rain,light rain,10d,10800
Tver,RU,35.8931,56.8619,11.44,11.2,11.44,11.44,1011,98,1011,993,10000,1.84,236,4.85,100,Rain,light rain,10d,10800
Munich,DE,11.5755,48.1374,18.81,18.94,17.96,20.25,1019,84,1019,957,10000,0.72,153,0.98,9,Clear,clear sky,01n,7200
Hamburg,DE,10.0,53.55,17.89,18.19,17.38,19.05,1019,94,1019,1017,10000,2.24,330,0.0,0,Clear,clear sky,01n,7200
Milan,IT,9.1895,45.4643,26.16,26.16,23.97,26.82,1018,76,1018,1003,10000,0.98,100,2.41,52,Clouds,broken clouds,04n,7200
Naples,IT,14.25,40.8333,24.02,24.02,24.02,24.86,1015,59,1015,1011,10000,0.63,115,1.28,23,Clouds,few clouds,02n,7200
Valencia,ES,-0.8333,39.3333,20.43,20.1,20.43,20.43,1016,60,1016,958,10000,0.54,301,0.9,2,Clear,clear sky,01n,7200
Seville,ES,-5.9761,37.3824,20.8,21.05,20.05,21.15,1017,81,1017,1014,10000,2.24,205,4.47,13,Clouds,few clouds,02n,7200
Porto,PT,-8.611,41.1496,17.87,18.22,17.87,17.87,1013,96,1013,1005,10000,2.09,162,2.36,99,Clouds,overcast clouds,04n,3600
Lyon,FR,4.5833,45.75,20.27,20.28,19.45,20.27,1017,74,1017,957,10000,0.8,149,0.86,100,Clouds,overcast clouds,04n,7200
Marseille,FR,5.5,43.3333,21.95,21.56,21.95,24.64,1016,52,1016,997,10000,1.4,44,1.43,28,Clouds,scattered clouds,03n,7200
Geneva,US,-88.3054,41.8875,17.23,17.33,16.62,18.36,1013,89,1013,985,10000,0.45,317,1.34,0,Clear,clear sky,01n,-18000
Osaka,JP,135.5022,34.6937,21.9,22.44,20.2,22.13,1007,88,1007,1002,7447,4.13,45,4.83,100,Rain,heavy intensity rain,10d,32400
Nagoya,JP,136.9064,35.1815,22.2,22.85,21.68,22.2,1009,91,1009,1009,9546,2.33,299,1.58,100,Rain,moderate rain,10d,32400
Busan,KR,129.0403,35.1028,21.21,21.61,21.21,21.21,1005,85,1005,1000,10000,3.37,355,5.28,100,Clouds,overcast clouds,04d,32400
Incheon,KR,126.4161,37.45,20.65,20.81,20.65,20.65,1006,78,1006,1006,10000,3.39,302,3.57,91,Clouds,overcast clouds,04d,32400
Chiang Mai,TH,99.0,18.75,31.28,37.43,30.01,32.73,1007,67,1007,964,10000,0.96,154,0.93,51,Clouds,broken clouds,04d,25200
Phuket,TH,98.25,8.0,28.94,33.95,28.94,28.94,1011,77,1011,1008,10000,5.26,234,6.65,100,Clouds,overcast clouds,04d,25200
Siem Reap,KH,104.0,13.5,33.66,38.65,33.66,33.66,1008,53,1008,1000,10000,3.14,246,4.44,25,Clouds,scattered clouds,03d,25200
Vientiane,LA,102.6,17.9667,33.85,39.81,33.28,33.85,1006,55,1006,984,10000,3.67,263,5.31,84,Clouds,broken clouds,04d,25200
Yangon,MM,96.1561,16.8053,27.49,30.98,27.49,27.49,1008,81,1008,1007,4304,3.91,230,7.79,99,Clouds,overcast clouds,04d,23400
Ulaanbaatar,MN,106.8832,47.9077,12.73,12.36,12.73,12.73,1016,88,1016,851,10000,2.02,174,6.27,100,Clouds,overcast clouds,04d,28800
San Francisco,US,-122.4194,37.7749,14.16,13.59,13.12,16.77,1014,75,1014,1010,10000,4.92,240,8.05,30,Clouds,scattered clouds,03d,-25200
San Diego,US,-117.1573,32.7153,19.91,19.99,18.45,21.82,1014,78,1014,1010,10000,2.24,286,4.47,12,Clouds,few clouds,02d,-25200
Dallas,US,-96.7836,32.7668,30.74,35.28,30.08,31.79,1013,64,1013,994,10000,2.24,157,4.02,0,Clear,clear sky,01n,-18000
Miami,US,-80.1937,25.7743,25.16,25.77,25.16,25.16,1018,78,1018,1017,10000,3.49,145,3.32,76,Rain,light rain,10n,-14400
Boston,US,-71.0598,42.3584,20.14,19.99,18.35,21.27,1014,68,1014,1010,10000,0.89,221,1.79,26,Clouds,scattered clouds,03n,-14400
Philadelphia,US,-75.1638,39.9523,20.18,20.03,18.75,21.75,1017,68,1017,1012,10000,1.67,261,3.22,1,Clear,clear sky,01n,-14400
Atlanta,US,-84.388,33.749,23.84,24.0,22.59,25.19,1018,66,1018,984,10000,0.89,141,2.24,5,Clear,clear sky,01n,-14400
Detroit,US,-83.0458,42.3314,20.24,20.07,18.05,20.55,1016,67,1016,994,10000,1.81,159,3.91,100,Clouds,overcast clouds,04n,-14400
Seattle,US,-122.3321,47.6062,27.01,27.08,24.41,28.82,1012,44,1012,1002,10000,1.79,40,3.58,56,Clouds,broken clouds,04d,-25200
Denver,US,-104.9847,39.7392,24.23,24.28,23.32,25.24,1011,60,1011,835,7652,4.02,242,8.49,37,Clouds,scattered clouds,03d,-21600
Medellin,CO,-75.5636,6.2518,15.46,14.94,15.41,16.49,1015,72,1015,806,10000,1.34,83,1.34,95,Clouds,overcast clouds,04n,-18000
Cali,CO,-76.5225,3.4372,20.0,20.46,20.0,20.0,1012,92,1012,871,10000,1.34,288,1.79,57,Clouds,broken clouds,04n,-18000
Guayaquil,EC,-79.9,-2.1667,27.75,31.76,27.75,27.75,1011,82,1011,1010,10000,2.81,227,5.97,83,Clouds,broken clouds,04n,-18000
Asuncion,PY,-57.6359,-25.3007,10.14,9.27,10.14,10.14,1020,79,1020,1010,10000,2.47,92,3.4,0,Clear,clear sky,01n,-10800
Sucre,BO,-65.2627,-19.0333,7.97,7.42,7.97,7.97,1015,42,1015,729,10000,1.43,345,1.72,0,Clear,clear sky,01n,-14400
Alexandria,EG,29.9553,31.2156,24.17,24.55,24.17,24.17,1012,73,1012,1012,10000,3.55,298,6.09,0,Clear,clear sky,01n,10800
Kinshasa,CD,15.3215,-4.3246,23.41,23.45,23.41,23.41,1013,63,1013,981,10000,1.07,230,1.71,2,Clear,clear sky,01n,3600
Luanda,AO,13.2343,-8.8368,19.48,19.73,19.48,19.48,1016,86,1016,1007,10000,3.89,172,5.4,54,Clouds,broken clouds,04n,3600
Maputo,MZ,32.5892,-25.9653,18.35,18.59,18.35,18.35,1026,90,1026,1018,10000,3.06,182,5.57,2,Clear,clear sky,01n,7200
Dakar,SN,-17.4441,14.6937,26.81,29.75,26.81,26.81,1014,85,1014,1014,10000,2.68,51,5.36,96,Clouds,overcast clouds,04n,0
Perth,AU,115.8333,-31.9333,17.75,17.04,17.22,18.43,1021,56,1021,1018,10000,4.02,34,8.05,0,Clear,clear sky,01d,28800
Adelaide,AU,138.6,-34.9333,16.18,15.55,14.61,17.25,1033,65,1033,1017,10000,1.79,109,4.02,99,Clouds,overcast clouds,04d,34200
Christchurch,NZ,172.6333,-43.5333,8.28,5.88,7.19,8.28,1014,90,1014,1008,10000,4.02,165,13.41,100,Rain,light rain,10d,43200
Port Moresby,PG,147.1797,-9.4431,28.2,31.2,28.2,28.2,1010,71,1010,1007,10000,7.67,169,7.5,58,Clouds,broken clouds,04d,36000
Suva,FJ,178.4415,-18.1416,23.64,23.63,23.64,23.64,1012,60,1012,1009,10000,2.11,89,2.12,100,Clouds,overcast clouds,04d,43200
Kuwait City,KW,47.9783,29.3697,35.44,35.79,35.44,35.44,1003,32,1003,1001,10000,5.92,317,9.53,0,Clear,clear sky,01d,10800
Manama,BH,50.5832,26.2154,32.46,39.19,32.46,32.46,1002,63,1002,1001,10000,7.3,340,12.03,0,Clear,clear sky,01d,10800
Sanaa,YE,44.2067,15.3547,19.26,18.26,19.26,19.26,1013,39,1013,762,10000,1.03,14,1.92,54,Clouds,broken clouds,04d,10800
Damascus,SY,36.2913,33.5102,21.74,21.14,21.74,21.74,1010,45,1010,925,10000,0.65,347,1.7,0,Clear,clear sky,01d,10800
Beirut,LB,35.4944,33.8889,24.1,24.39,24.1,24.1,1010,70,1010,1003,10000,6.57,205,6.81,0,Clear,clear sky,01d,10800
Hyderabad,IN,78.4744,17.3753,26.52,26.52,26.52,26.52,1007,63,1007,944,10000,6.28,277,7.61,97,Clouds,overcast clouds,04d,19800
Pune,IN,73.8553,18.5196,25.78,26.06,24.21,25.78,1010,63,1010,937,10000,2.71,250,5.36,100,Clouds,overcast clouds,04d,19800
Ahmedabad,IN,72.6167,23.0333,31.07,33.57,31.07,31.07,1006,54,1006,1000,10000,4.69,267,5.69,1,Clear,clear sky,01d,19800
Jaipur,IN,75.8167,26.9167,31.65,33.73,31.65,31.65,1004,50,1004,957,10000,6.68,286,7.53,77,Clouds,broken clouds,04d,19800
Lucknow,IN,80.9167,26.85,39.22,38.57,39.22,39.22,1001,21,1001,988,10000,2.8,153,3.22,14,Clouds,few clouds,02d,19800
Macau,MO,113.5461,22.2006,33.29,40.29,33.29,33.29,1004,72,1004,1001,10000,5.33,223,7.69,98,Clouds,overcast clouds,04d,28800
Bishkek,KG,74.59,42.87,24.55,24.24,24.55,24.55,1012,45,1012,914,10000,1.39,43,0.87,0,Clear,clear sky,01d,21600
Tashkent,UZ,69.2163,41.2646,28.97,27.85,28.97,28.97,1009,30,1009,961,10000,1.19,82,1.32,0,Clear,clear sky,01d,18000
Ashgabat,TM,58.3833,37.95,30.86,29.04,30.86,30.86,1008,22,1008,964,10000,3.64,71,5.03,95,Clouds,overcast clouds,04d,18000
