city,country,lon,lat,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds,weather_main,weather_description,weather_icon,timezone
Sanaa,YE,44.2067,15.3547,19.37,17.94,19.37,19.37,1013,22,1013,762,10000,1.06,318,1.67,34,Clouds,scattered clouds,03n,10800
Damascus,SY,36.2913,33.5102,22.29,22.01,22.29,22.29,1009,55,1009,924,10000,0.48,15,1.42,0,Clear,clear sky,01d,10800
Beirut,LB,35.4944,33.8889,25.21,25.46,25.21,25.21,1008,64,1008,1002,10000,4.54,205,4.26,0,Clear,clear sky,01d,10800
Hyderabad,IN,78.4744,17.3753,24.26,24.83,24.26,24.26,1007,80,1007,944,10000,7.17,276,14.13,100,Clouds,overcast clouds,04d,19800
Pune,IN,73.8553,18.5196,25.11,25.53,23.1,25.22,1008,71,1008,935,10000,0.89,278,,100,Clouds,overcast clouds,04d,19800
Ahmedabad,IN,72.6167,23.0333,30.23,34.86,30.23,30.23,1002,67,1002,997,10000,4.39,273,5.92,100,Clouds,overcast clouds,04d,19800
Jaipur,IN,75.8167,26.9167,29.2,31.54,29.2,29.2,1002,61,1002,955,10000,1.91,281,2.89,92,Clouds,overcast clouds,04d,19800
Lucknow,IN,80.9167,26.85,34.63,39.44,34.63,34.63,1001,49,1001,987,10000,3.67,112,4.21,100,Clouds,overcast clouds,04d,19800
Macau,MO,113.5461,22.2006,32.1,39.1,32.1,32.1,1009,75,1009,1006,10000,6.67,90,8.38,37,Clouds,scattered clouds,03d,28800
Bishkek,KG,74.59,42.87,27.93,27.48,27.93,27.93,1005,38,1005,908,10000,1.25,67,2.42,0,Clear,clear sky,01d,21600
Tashkent,UZ,69.2163,41.2646,26.47,26.47,26.47,26.47,1007,29,1007,960,10000,5.68,330,8.79,99,Clouds,overcast clouds,04d,18000
Ashgabat,TM,58.3833,37.95,24.04,23.7,24.04,24.04,1014,46,1014,969,10000,4.83,342,5.38,0,Clear,clear sky,01d,18000
Dushanbe,TJ,68.7797,38.5577,27.99,27.0,27.99,27.99,1006,28,1006,896,10000,1.36,153,1.08,99,Clouds,overcast clouds,04d,18000
Astana,KZ,71.446,51.1801,23.7,23.12,23.7,23.7,1004,38,1004,963,10000,7.1,104,10.38,38,Clouds,scattered clouds,03d,18000
Yerevan,AM,44.5136,40.1811,16.84,16.02,16.84,16.84,1012,55,1012,891,10000,2.5,51,3.62,0,Clear,clear sky,01d,14400
Baku,AZ,49.892,40.3777,24.78,24.67,24.78,24.78,1012,52,1012,1011,10000,5.84,248,9.46,0,Clear,clear sky,01d,14400
Tbilisi,GE,44.8337,41.6941,20.64,20.4,20.64,20.64,1015,63,1015,946,10000,1.19,216,2.16,89,Clouds,overcast clouds,04d,14400
Minsk,BY,27.5667,53.9,17.79,18.08,17.79,17.79,1012,94,1012,986,10000,2.23,212,4.82,100,Clouds,overcast clouds,04d,10800
Kyiv,UA,30.5167,50.4333,19.84,20.2,19.84,21.45,1013,89,1013,998,10000,1.89,146,3.97,0,Clear,clear sky,01d,10800
Chisinau,MD,28.8575,47.0056,21.63,21.68,21.63,21.63,1012,70,1012,997,10000,1.4,83,1.39,2,Clear,clear sky,01d,10800
Vilnius,LT,25.2798,54.6892,19.42,19.87,19.29,19.67,1010,94,1010,993,10000,1.34,221,2.68,100,Clouds,overcast clouds,04d,10800
Riga,LV,24.0833,57.0,17.8,17.86,17.8,17.8,1010,85,1010,1010,10000,5.56,334,8.52,100,Clouds,overcast clouds,04d,10800
Tallinn,EE,24.7535,59.437,16.87,16.96,16.87,16.87,1011,90,1011,1009,10000,1.02,187,0.99,100,Rain,light rain,10d,10800
Reykjavik,IS,-21.8954,64.1355,7.01,4.56,7.01,7.01,1002,90,1002,988,8103,3.58,224,5.81,100,Clouds,overcast clouds,04n,0
Nuuk,GL,-51.7216,64.1835,3.82,0.4,3.82,3.82,1007,86,1007,1006,10000,4.02,10,,79,Clouds,broken clouds,04n,-3600
Thimphu,BT,89.6419,27.4661,19.0,18.81,19.0,19.0,1009,71,1009,702,10000,1.48,106,0.94,100,Clouds,overcast clouds,04d,21600
Male,MV,73.5089,4.1748,27.97,31.29,27.97,27.97,1012,75,1012,1012,10000,5.15,249,5.58,67,Clouds,broken clouds,04d,18000
